,id,subtitle,sq_mt_built,n_rooms,n_bathrooms,n_floors,raw_address,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking
10028,11714,"Palomas, Madrid",625.0,4,3.0,3.0,"Avenida Logroño, 10",990000,1584,0,0,0.0,0,1,1,1,0,1
10029,11713,"Sanchinarro, Madrid",90.0,2,2.0,0.0,"Calle de Vicente Blasco Ibáñez, 54",380000,4222,0,0,0.0,1,0,1,0,0,1
10030,11712,"Conde Orgaz-Piovera, Madrid",362.0,7,5.0,4.0,Calle Parma,1480000,4088,0,0,2009.0,0,1,0,1,0,0
10031,11711,"Pinar del Rey, Madrid",65.0,3,1.0,0.0,Calle de Balaguer,180000,2769,0,0,1960.0,1,0,0,1,0,0
10032,11710,"Sanchinarro, Madrid",124.0,3,2.0,0.0,Calle Isabel Clara Eugenia,480000,3871,0,0,2003.0,1,0,1,1,0,1
10033,11709,"Palomas, Madrid",541.0,4,4.0,0.0,"Avenida de Logroño, 10",990000,1830,0,0,0.0,0,1,1,1,0,0
10034,11708,"Valdebebas - Valdefuentes, Madrid",202.0,3,2.0,0.0,"Calle Gustavo Pérez Puig, 8",620000,3069,0,0,2019.0,1,0,1,1,0,1
10035,11707,"Sanchinarro, Madrid",101.0,2,2.0,0.0,"Calle de Ana de Austria, 52",400000,3960,0,0,0.0,1,0,1,1,0,1
10036,11706,"Sanchinarro, Madrid",133.0,3,2.0,0.0,Calle Cardenal Tavera,595800,4480,0,0,2005.0,1,0,1,1,0,1
10037,11705,"Pinar del Rey, Madrid",97.0,4,2.0,0.0,"Calle Santa Virgilia, 19",380000,3918,0,0,0.0,1,0,0,1,0,1
10038,11704,"Canillas, Madrid",84.0,4,1.0,0.0,Calle Motilla del Palancar,200000,2381,1,0,0.0,1,0,0,1,1,0
10039,11703,"Virgen del Cortijo - Manoteras, Madrid",85.0,2,2.0,0.0,Calle de Dulce Chacón,450000,5294,0,0,0.0,1,0,1,0,0,1
10040,11702,"Sanchinarro, Madrid",192.0,4,3.0,0.0,"Avenida de Francisco Pi y Margall, 84",745000,3880,0,0,0.0,1,0,1,0,0,1
10041,11701,"Valdebebas - Valdefuentes, Madrid",187.0,4,3.0,0.0,Calle de César Cort Botí,568000,3037,0,0,0.0,0,0,0,0,0,0
10042,11700,"Conde Orgaz-Piovera, Madrid",600.0,7,5.0,0.0,"Calle Juan Belmonte, Madrid",1650000,2750,0,0,1991.0,0,0,0,1,0,1
10043,11699,"Valdebebas - Valdefuentes, Madrid",108.0,2,2.0,0.0,"Calle Rafaela Aparicio, 14",339000,3139,0,0,0.0,1,0,1,1,0,1
10044,11698,"Sanchinarro, Madrid",197.0,4,3.0,0.0,"Calle Isabel Clara Eugenia, Madrid",790000,4010,0,0,2010.0,1,0,1,0,0,1
10046,11696,"Conde Orgaz-Piovera, Madrid",400.0,5,6.0,4.0,"Calle de José Rizal, 174",1495000,3738,0,0,0.0,0,1,1,1,1,1
10047,11695,"Apóstol Santiago, Madrid",73.0,3,1.0,0.0,"Plaza Villalcázar de Sirga, 4",160000,2192,0,0,0.0,1,0,0,1,1,0
10049,11693,"Sanchinarro, Madrid",120.0,2,2.0,0.0,Manuel Pombo Angulo s/n,359000,2992,0,0,2010.0,1,0,1,1,1,1
10053,11689,"Sanchinarro, Madrid",68.0,0,1.0,0.0,Calle Manuel Pombo Angulo,245000,3603,0,0,2009.0,1,0,0,0,0,1
10054,11688,"Canillas, Madrid",262.0,5,3.0,3.0,Calle de Pegaso,675000,2576,0,0,1993.0,0,0,0,0,0,1
10056,11686,"Apóstol Santiago, Madrid",55.0,2,1.0,0.0,Velez Rubio s/n,145000,2636,0,0,0.0,1,0,0,0,0,0
10058,11684,"Conde Orgaz-Piovera, Madrid",65.0,1,1.0,0.0,Avenida de Machupichu,440000,6769,0,0,1996.0,1,0,1,0,0,1
10059,11683,"Canillas, Madrid",102.0,3,2.0,0.0,Calle de las Sicélidas,330000,3235,1,0,0.0,1,0,0,1,0,1
10063,11679,"Sanchinarro, Madrid",152.0,3,2.0,0.0,Calle de Ana de Austria,495000,3257,0,0,2008.0,1,0,1,0,0,1
10065,11677,"Sanchinarro, Madrid",170.0,4,2.0,0.0,"Calle isabel de valois, 82",650000,3824,0,0,0.0,1,0,1,0,0,1
10067,11675,"Pinar del Rey, Madrid",64.0,2,1.0,0.0,"Avenida de San Luis, Madrid, 80",150000,2344,1,0,1963.0,1,0,0,0,0,0
10068,11674,"Sanchinarro, Madrid",73.0,2,1.0,0.0,"Calle Princesa de Éboli, 9",399900,5478,0,0,0.0,1,0,0,1,0,1
10069,11673,"Pinar del Rey, Madrid",37.0,0,1.0,0.0,BELIANES,102000,2757,1,0,0.0,1,0,0,0,0,0
10070,11672,"Apóstol Santiago, Madrid",55.0,2,1.0,0.0,"Calle Vélez Rubio, 80",149000,2709,0,0,0.0,1,0,0,0,0,0
10071,11671,"Virgen del Cortijo - Manoteras, Madrid",50.0,2,1.0,0.0,Calle de Oña,162000,3240,0,0,0.0,0,0,0,0,0,0
10072,11670,"Canillas, Madrid",65.0,3,1.0,0.0,Plaza Nuestra Señora del Tránsito,169000,2600,0,0,1958.0,1,0,0,1,0,0
10073,11669,"Pinar del Rey, Madrid",55.0,2,1.0,0.0,Cervera,157000,2855,0,0,1960.0,1,0,0,0,0,0
10074,11668,"Virgen del Cortijo - Manoteras, Madrid",112.0,1,1.0,0.0,"Avenida de Manoteras, 30, 30",299000,2670,0,0,2009.0,1,0,0,0,0,1
10076,11666,"Pinar del Rey, Madrid",74.0,2,1.0,0.0,TORREGROSA,215000,2905,0,0,0.0,1,0,0,1,0,0
10077,11665,"Canillas, Madrid",50.0,1,1.0,0.0,Calle Rafael Vega,198000,3960,0,0,2008.0,1,0,0,0,0,1
10078,11664,"Pinar del Rey, Madrid",38.0,1,1.0,0.0,Calle Belianes,101000,2658,0,0,1975.0,0,0,0,0,0,0
10079,11663,"Pinar del Rey, Madrid",60.0,2,1.0,0.0,Calle Baranoa,159000,2650,0,0,1964.0,1,0,0,0,0,0
10080,11662,"Pinar del Rey, Madrid",60.0,3,1.0,0.0,BALAGUER,184000,3067,0,0,1960.0,1,0,0,1,0,0
10081,11661,"Canillas, Madrid",112.0,4,2.0,0.0,"Calle de Torquemada, 21",395000,3527,1,0,0.0,1,0,0,1,1,1
10082,11660,"Conde Orgaz-Piovera, Madrid",115.0,3,2.0,0.0,"Avenida de Machupichu, 11",595000,5174,0,0,0.0,1,0,1,0,1,1
10083,11659,"Sanchinarro, Madrid",136.0,3,2.0,0.0,"Calle de María de Portugal, 30",570000,4191,0,0,2004.0,1,0,1,0,1,1
10084,11658,"Conde Orgaz-Piovera, Madrid",600.0,4,7.0,3.0,"Avenida del Papa Negro, 7",1850000,3083,0,0,0.0,0,0,0,1,0,1
10085,11657,"Sanchinarro, Madrid",110.0,3,2.0,0.0,Avenida de Niceto Alcalá Zamora,475000,4318,0,0,0.0,1,0,1,0,0,1
10086,11656,"Conde Orgaz-Piovera, Madrid",190.0,3,2.0,0.0,"Calle de Florencio Castillo, 48",769000,4047,0,0,1995.0,1,0,1,1,0,1
10087,11655,"Sanchinarro, Madrid",89.0,2,2.0,0.0,"Calle de Américo Castro, 3",450000,5056,0,0,0.0,1,0,1,0,0,1
10088,11654,"Virgen del Cortijo - Manoteras, Madrid",113.0,0,1.0,0.0,"Avenida de Manoteras, 8",245000,2168,0,0,2007.0,1,0,1,0,0,1
10089,11653,"Conde Orgaz-Piovera, Madrid",128.0,3,2.0,0.0,"Plaza Liceo, 3",620000,4844,0,0,0.0,1,0,1,1,0,1
10090,11652,"Pinar del Rey, Madrid",98.0,3,2.0,0.0,"Calle Sanlúcar de Barrameda, 10",300000,3061,0,0,1995.0,1,0,0,1,0,1
10091,11651,"Sanchinarro, Madrid",177.0,4,3.0,0.0,"Calle de Ana de Austria, 34",825000,4661,0,0,0.0,1,0,1,1,0,1
10092,11650,"Canillas, Madrid",55.0,1,1.0,0.0,"Calle Valdecaleras, 19",287000,5218,0,0,2003.0,1,0,1,0,1,0
10093,11649,"Conde Orgaz-Piovera, Madrid",600.0,4,7.0,3.0,Avenida Papa negro,1850000,3083,0,0,0.0,0,0,0,1,1,1
10094,11648,"Palomas, Madrid",144.0,3,2.0,0.0,"Avenida de los Arces, 1",680000,4722,0,0,0.0,1,0,1,0,0,1
10095,11647,"Palomas, Madrid",144.0,3,2.0,0.0,"Avenida de los Arces, 1",680000,4722,0,0,0.0,1,0,1,0,0,1
10096,11646,"Palomas, Madrid",365.0,4,4.0,4.0,"Calle Vizconde de Uzqueta, 2",1050000,2877,0,0,2019.0,0,1,0,1,1,1
10097,11645,"Conde Orgaz-Piovera, Madrid",76.0,0,1.0,0.0,"Calle Vicente Morales, 2",360000,4737,0,0,0.0,1,0,1,0,0,1
10099,11643,"Hortaleza, Madrid",440.0,4,5.0,4.0,Urb. La Piovera,1050000,2386,0,0,1992.0,0,1,1,1,1,1
10100,11642,"Sanchinarro, Madrid",67.0,2,1.0,0.0,Calle Americo castro,335000,5000,0,0,2013.0,1,0,1,0,0,1
10101,11641,"Pinar del Rey, Madrid",90.0,3,1.0,0.0,Calle Opón,274000,3044,0,0,0.0,1,0,0,1,1,0
10102,11640,"Conde Orgaz-Piovera, Madrid",366.0,5,5.0,4.0,Avenida Carondelet,1800000,4918,0,0,0.0,0,1,1,1,1,1
10103,11639,"Pinar del Rey, Madrid",113.0,4,1.0,0.0,Calle Santa Susana,349000,3088,0,0,0.0,1,0,0,1,1,0
10104,11638,"Palomas, Madrid",200.0,4,3.0,0.0,Calle Peonias,776000,3880,0,0,0.0,1,0,1,1,0,1
10105,11637,"Conde Orgaz-Piovera, Madrid",607.0,5,6.0,0.0,Avenida de los Madroños,2800000,4613,0,0,2017.0,1,0,1,1,0,1
10106,11636,"Palomas, Madrid",235.0,4,3.0,0.0,Calle Guadalajara,775000,3298,0,0,1976.0,1,0,1,1,0,0
10107,11635,"Palomas, Madrid",252.0,3,2.0,0.0,Avenida de los Arces,1150000,4563,0,0,0.0,1,0,1,1,1,1
10108,11634,"Palomas, Madrid",280.0,4,3.0,0.0,Avenida de los arces,1200000,4286,0,0,0.0,1,0,1,0,1,1
10109,11633,"Conde Orgaz-Piovera, Madrid",375.0,5,3.0,3.0,"Calle del Estrecho de Mesina, Madrid",1199000,3197,0,0,1990.0,0,1,1,1,0,1
10110,11632,"Sanchinarro, Madrid",115.0,2,2.0,0.0,"Princesa de Eboli, 94",405000,3522,0,0,2010.0,1,0,1,0,0,0
10111,11631,"Conde Orgaz-Piovera, Madrid",750.0,6,5.0,4.0,Avenida de los madroños,3100000,4133,0,0,0.0,0,1,1,1,0,0
10112,11630,"Conde Orgaz-Piovera, Madrid",500.0,5,5.0,2.0,Calle Serramagna,2600000,5200,0,0,0.0,0,1,1,1,1,0
10113,11629,"Palomas, Madrid",116.0,2,2.0,0.0,"Avenida de los Arces, 1",540000,4655,0,0,0.0,1,0,1,0,0,1
10115,11627,"Sanchinarro, Madrid",144.0,4,2.0,0.0,"Calle Princesa de Éboli, 24",485000,3368,0,0,2004.0,1,0,1,0,0,1
10116,11626,"Hortaleza, Madrid",220.0,4,3.0,0.0,Urb. Palomas - Piovera,850000,3864,0,0,0.0,1,0,0,0,0,1
10118,11624,"Pinar del Rey, Madrid",74.0,2,2.0,0.0,"Calle Chima, 4",242999,3284,0,0,0.0,1,0,0,0,0,0
10119,11623,"Pinar del Rey, Madrid",102.0,3,2.0,0.0,"Calle de Valdetorres de Jarama, 9",385000,3775,0,0,1977.0,1,0,1,1,0,0
10120,11622,"Sanchinarro, Madrid",140.0,3,2.0,0.0,"Calle de Ana de Austria, 29",549000,3921,0,0,0.0,1,0,1,1,1,1
10122,11620,"Palomas, Madrid",388.0,4,3.0,3.0,"ISLA DE CUBA, 8",899000,2317,0,0,0.0,0,1,1,1,1,1
10123,11619,"Pinar del Rey, Madrid",144.0,4,2.0,0.0,"Avenida de la Gran Vía de Hortaleza, 5",699000,4854,0,0,2005.0,1,0,1,0,1,1
10124,11618,"Sanchinarro, Madrid",160.0,3,2.0,0.0,Sanchinarro,910000,5688,0,0,2007.0,1,0,1,1,1,1
10127,11615,"Apóstol Santiago, Madrid",93.0,4,2.0,0.0,Calle Vélez Rubio,245000,2634,0,0,1973.0,1,0,0,1,0,0
10128,11614,"Pinar del Rey, Madrid",88.0,3,1.0,0.0,Calle Uría,210000,2386,0,0,1977.0,1,0,0,1,0,0
10129,11613,"Pinar del Rey, Madrid",51.0,1,1.0,0.0,"Calle Santa Susana, 44",167000,3275,0,0,0.0,0,0,0,1,1,0
10130,11612,"Palomas, Madrid",360.0,4,5.0,4.0,"Calle Vizonde de Uzqueta, 2",1050000,2917,0,1,0.0,0,0,0,0,0,1
10132,11610,"Pinar del Rey, Madrid",90.0,2,1.0,0.0,"Calle Santa Susana, 32",285000,3167,0,0,0.0,1,0,0,0,0,0
10133,11609,"Valdebebas - Valdefuentes, Madrid",600.0,6,3.0,3.0,"Calle de los Hermanos Gascón, 3",849000,1415,0,0,0.0,0,1,1,1,1,1
10134,11608,"Sanchinarro, Madrid",103.0,2,2.0,0.0,"Américo Castro, 78",430000,4175,0,0,0.0,1,0,1,0,1,1
10135,11607,"Virgen del Cortijo - Manoteras, Madrid",108.0,2,2.0,0.0,"Calle de Dulce Chacón, 33",450000,4167,0,0,0.0,1,0,1,0,0,1
10136,11606,"Virgen del Cortijo - Manoteras, Madrid",120.0,3,2.0,0.0,"Calle de Oña, 93",319000,2658,0,0,0.0,1,0,0,1,0,1
10137,11605,"Valdebebas - Valdefuentes, Madrid",70.0,4,1.0,1.0,"Calle Grama, 56",330000,4714,1,0,0.0,0,0,0,1,0,1
10138,11604,"Sanchinarro, Madrid",112.0,3,2.0,0.0,"Isabel de valois, 80",495000,4420,0,0,0.0,1,0,1,0,0,1
10139,11603,"Pinar del Rey, Madrid",140.0,4,2.0,0.0,"Calle de López de Hoyos, 353",360000,2571,1,0,0.0,1,0,0,1,0,0
10140,11602,"Apóstol Santiago, Madrid",92.0,3,1.0,0.0,"Calle de Alicun, 8",260000,2826,0,0,0.0,1,0,0,1,0,0
10142,11600,"Pinar del Rey, Madrid",80.0,2,1.0,0.0,"Calle de Valdetorres de Jarama, 6",245000,3062,0,0,0.0,1,0,0,1,0,0
10143,11599,"Sanchinarro, Madrid",120.0,3,2.0,0.0,"Calle Luis Jiménez de Asúa, 31",530000,4417,0,0,0.0,1,0,1,1,0,1
10144,11598,"Sanchinarro, Madrid",175.0,4,2.0,0.0,"Calle de Adriano de Utrecht, 1",795000,4543,0,0,2004.0,1,0,1,1,0,1
10145,11597,"Canillas, Madrid",107.0,3,1.0,0.0,"Calle de Andorra, 37",300000,2804,0,0,0.0,1,0,0,1,0,0
10146,11596,"Pinar del Rey, Madrid",72.0,3,1.0,0.0,"Calle Torregrosa, 9",179500,2493,0,0,0.0,1,0,0,1,1,0
10147,11595,"Apóstol Santiago, Madrid",84.0,2,2.0,0.0,"Calle de Añastro, 17",400000,4762,1,0,0.0,1,0,0,0,0,0
10148,11594,"Canillas, Madrid",92.0,3,1.0,0.0,"Calle de Mota del Cuervo, 2",295000,3207,0,0,1970.0,1,0,1,1,0,0
10149,11593,"Virgen del Cortijo - Manoteras, Madrid",80.0,1,1.0,0.0,"Avenida de Manoteras, 10",240000,3000,0,0,0.0,1,0,0,1,1,1
10150,11592,"Apóstol Santiago, Madrid",185.0,5,3.0,2.0,"Calle Alonso Saavedra, 25",800000,4324,0,0,0.0,0,1,0,1,0,0
10151,11591,"Pinar del Rey, Madrid",65.0,3,1.0,0.0,Calle de López de Hoyos,195000,3000,0,0,1961.0,1,0,0,0,0,0
10152,11590,"Apóstol Santiago, Madrid",71.0,3,1.0,0.0,"Calle de Carrion de los Condes, 67",185600,2614,0,0,0.0,0,0,0,0,0,0
10153,11589,"Sanchinarro, Madrid",142.0,3,2.0,0.0,"Calle Princesa de Éboli, 9",558000,3930,0,0,0.0,1,0,1,0,0,1
10154,11588,"Apóstol Santiago, Madrid",128.0,3,2.0,0.0,"Calle del Golfo de Salonica, 42",475000,3711,0,0,0.0,1,0,1,1,0,1
10155,11587,"Pinar del Rey, Madrid",72.0,2,1.0,0.0,"Calle Torregrosa, 33",230000,3194,0,0,0.0,1,0,0,1,1,0
10156,11586,"Canillas, Madrid",40.0,0,1.0,0.0,"Calle de Alejandro Villegas, 3",164680,4117,0,0,0.0,1,0,0,0,0,1
10157,11585,"Virgen del Cortijo - Manoteras, Madrid",115.0,3,2.0,0.0,"Calle de Oña, 7",333000,2896,0,0,0.0,1,0,0,1,0,1
10159,11583,"Conde Orgaz-Piovera, Madrid",139.0,3,2.0,0.0,"Avenida de los Andes, 23",695000,5000,0,0,0.0,1,0,1,0,0,1
10160,11582,"Canillas, Madrid",200.0,4,2.0,2.0,"Calle Antonio Cavero, 45",920000,4600,0,0,0.0,0,1,1,1,0,0
10161,11581,"Virgen del Cortijo - Manoteras, Madrid",114.0,3,2.0,0.0,"Calle de Oña, 13",310000,2719,1,0,0.0,1,0,0,1,0,1
10163,11579,"Canillas, Madrid",116.0,3,1.0,0.0,"Calle de Andorra, 100 -115",310000,2672,0,0,1974.0,1,0,0,1,0,1
10164,11578,"Palomas, Madrid",97.0,2,2.0,0.0,"Avenida de los Arces, 25",580000,5979,1,0,0.0,1,0,1,1,0,1
10165,11577,"Valdebebas - Valdefuentes, Madrid",135.0,3,2.0,0.0,"Calle de Félix Candela, 65",570000,4222,0,0,0.0,1,0,1,1,1,1
10166,11576,"Virgen del Cortijo - Manoteras, Madrid",108.0,0,1.0,0.0,"Avenida de Manoteras, 8",198000,1833,0,0,2007.0,1,0,0,0,0,1
10167,11575,"Conde Orgaz-Piovera, Madrid",285.0,4,4.0,0.0,"Avenida de los Madroños, 27",1814000,6365,0,0,0.0,1,0,1,1,0,1
10168,11574,"Apóstol Santiago, Madrid",282.0,5,4.0,0.0,"Calle de Navaleno, 5",905000,3209,0,0,0.0,1,0,0,1,0,1
10169,11573,"Canillas, Madrid",35.0,1,1.0,0.0,Calle Nápoles,138000,3943,0,0,0.0,0,0,0,0,0,0
10170,11572,"Palomas, Madrid",235.0,4,3.0,0.0,"Calle Guadalajara, 3",730000,3106,0,0,0.0,1,0,1,1,1,1
10172,11570,"Virgen del Cortijo - Manoteras, Madrid",55.0,1,1.0,0.0,"Calle dulce chacon, 23",293000,5327,0,0,0.0,1,0,1,0,0,0
10174,11568,"Pinar del Rey, Madrid",40.0,1,1.0,0.0,Belianes,94000,2350,0,0,1960.0,1,0,0,0,0,0
10175,11567,"Pinar del Rey, Madrid",59.0,3,1.0,0.0,"Calle Barichara, 2",142200,2410,0,0,0.0,0,0,0,1,0,0
10177,11565,"Sanchinarro, Madrid",110.0,3,2.0,0.0,Calle de Américo Castro,415000,3773,0,0,2006.0,1,0,1,0,0,1
10178,11564,"Pinar del Rey, Madrid",59.0,3,1.0,0.0,"CL BARICHARA, 2",158000,2678,1,0,1960.0,1,0,0,0,0,0
10179,11563,"Canillas, Madrid",58.0,2,1.0,0.0,Tribaldos 38,195000,3362,0,0,2020.0,1,0,0,0,0,0
10181,11561,"Canillas, Madrid",115.0,3,1.0,0.0,Calle Calanda,279000,2426,0,0,1972.0,0,0,0,0,0,0
10186,11556,"Canillas, Madrid",58.0,2,1.0,0.0,TORQUEMADA,155000,2672,0,0,2015.0,1,0,0,0,0,0
10189,11553,"Palomas, Madrid",144.0,3,3.0,0.0,"Calle Camelias, 14",725000,5035,0,0,0.0,1,0,1,0,1,1
10190,11552,"Sanchinarro, Madrid",102.0,2,2.0,0.0,"Avenida Isabel de Valois, 33",466800,4576,0,0,2006.0,1,0,0,1,0,0
10191,11551,"Apóstol Santiago, Madrid",74.0,2,1.0,0.0,"Calle de Añastro, 23",319000,4311,0,0,0.0,1,0,0,1,0,0
10193,11549,"Pinar del Rey, Madrid",87.0,3,2.0,0.0,"Calle Santa Susana, 33",240000,2759,1,0,0.0,1,0,0,1,0,0
10194,11548,"Palomas, Madrid",218.0,4,3.0,0.0,"Calle del Sándalo, 3",675000,3096,0,0,0.0,1,0,1,0,0,1
10195,11547,"Sanchinarro, Madrid",135.0,3,2.0,0.0,"Calle de vicente blasco ibáñez, 33",675000,5000,0,0,0.0,1,0,1,1,0,1
10197,11545,"Pinar del Rey, Madrid",120.0,3,2.0,0.0,"Calle Paula de la Vega, 10",438000,3650,0,0,0.0,1,0,1,0,0,1
10198,11544,"Pinar del Rey, Madrid",65.0,2,1.0,1.0,"Calle De Getino, 4",340000,5231,1,0,0.0,0,0,0,0,0,0
10199,11543,"Palomas, Madrid",235.0,3,2.0,0.0,"Calle del Sándalo, 5",720000,3064,0,0,0.0,1,0,1,1,0,1
10200,11542,"Valdebebas - Valdefuentes, Madrid",370.0,6,4.0,4.0,"Calle de la Grama, 44",795000,2149,0,0,0.0,0,0,0,1,0,1
10201,11541,"Canillas, Madrid",48.0,2,1.0,0.0,"Calle Pedroñeras, 36",155000,3229,0,0,0.0,1,0,0,0,0,0
10202,11540,"Apóstol Santiago, Madrid",55.0,2,1.0,0.0,Calle Mojácar,148000,2691,0,0,1973.0,1,0,0,0,0,0
10203,11539,"Pinar del Rey, Madrid",71.0,3,1.0,0.0,"Avenida de la Virgen del Carmen, 20",181000,2549,1,0,1961.0,1,0,0,1,0,0
10204,11538,"Valdebebas - Valdefuentes, Madrid",130.0,1,2.0,0.0,Calle Grama,415000,3192,0,0,0.0,0,0,0,1,1,0
10206,11536,"Apóstol Santiago, Madrid",115.0,4,2.0,0.0,"Calle Roquetas de Mar, Madrid",185000,1609,0,0,1995.0,1,0,0,1,0,0
10207,11535,"Pinar del Rey, Madrid",85.0,3,1.0,0.0,"Calle Francisco Palomo, Madrid",240000,2824,0,0,1975.0,1,0,0,1,0,0
10208,11534,"Pinar del Rey, Madrid",38.0,0,1.0,0.0,Calle Belianes,102000,2684,1,0,1975.0,1,0,0,0,0,0
10210,11532,"Hortaleza, Madrid",447.0,4,4.0,2.0,"Urb. Delicias 21, 5ºB",1450000,3244,1,0,1990.0,0,1,0,1,0,1
10211,11531,"Sanchinarro, Madrid",130.0,0,1.0,0.0,Calle Manuel Pombo Angulo,400000,3077,0,0,0.0,1,0,0,0,0,1
10212,11530,"Pinar del Rey, Madrid",55.0,2,1.0,0.0,"Calle de López de Hoyos, 373",169000,3073,1,0,0.0,1,0,0,1,0,0
10213,11529,"Pinar del Rey, Madrid",80.0,3,1.0,0.0,"Calle de los Arcos, 5",270000,3375,0,0,0.0,1,0,0,1,0,0
10214,11528,"Conde Orgaz-Piovera, Madrid",170.0,3,3.0,0.0,"Avenida Machupichu, 31",760000,4471,0,0,0.0,1,0,1,1,0,1
10215,11527,"Sanchinarro, Madrid",130.0,4,2.0,0.0,"Calle del Pintor Antonio Saura, 2",380000,2923,0,0,0.0,1,0,0,0,0,1
10216,11526,"Sanchinarro, Madrid",95.0,2,2.0,0.0,"Avenida de Niceto Alcalá Zamora, 11",395000,4158,0,0,0.0,1,0,1,1,1,1
10218,11524,"Apóstol Santiago, Madrid",125.0,3,2.0,2.0,"Calle Somontín, 51",455000,3640,0,0,0.0,0,0,0,1,0,1
10219,11523,"Canillas, Madrid",51.0,2,1.0,0.0,"Calle de Gomeznarro, 76",155000,3039,1,0,0.0,1,0,0,1,0,0
10220,11522,"Pinar del Rey, Madrid",250.0,4,3.0,0.0,"Gran Vía de Hortaleza, 5",1350000,5400,0,0,0.0,1,0,1,1,0,1
10221,11521,"Pinar del Rey, Madrid",83.0,3,1.0,0.0,"Calle Quilichao, 6",220000,2651,0,0,0.0,1,0,0,1,0,0
10222,11520,"Canillas, Madrid",60.0,1,1.0,0.0,"Calle de Alejandro Villegas, 3",234000,3900,0,0,2019.0,1,0,0,1,0,0
10223,11519,"Sanchinarro, Madrid",56.0,0,1.0,0.0,"Calle Manuel Pombo Angulo, 12",250000,4464,0,0,0.0,1,0,0,1,0,1
10224,11518,"Pinar del Rey, Madrid",89.0,3,2.0,0.0,"Calle de López de Hoyos, 476",249000,2798,0,0,0.0,1,0,0,1,0,0
10225,11517,"Canillas, Madrid",85.0,2,1.0,0.0,"Calle de Silvano, 107",370000,4353,0,0,0.0,1,0,1,0,0,1
10228,11514,"Hortaleza, Madrid",116.0,3,1.0,0.0,Urb. ESPERANZA,330000,2845,0,0,0.0,1,0,0,1,0,0
10230,11512,"Conde Orgaz-Piovera, Madrid",138.0,2,2.0,0.0,Avenida de los Andes,550000,3986,0,0,1999.0,1,0,1,0,1,1
10232,11510,"Pinar del Rey, Madrid",100.0,1,1.0,0.0,Calle del Pintor Brenes,199000,1990,0,0,0.0,0,0,0,0,0,0
10234,11508,"Sanchinarro, Madrid",140.0,3,2.0,0.0,"Calle Isabel Clara Eugenia, 45",500000,3571,0,0,0.0,1,0,1,0,0,1
10235,11507,"Conde Orgaz-Piovera, Madrid",450.0,5,6.0,4.0,"Calle de Bueso de Pineda, 55",2150000,4778,0,0,0.0,0,1,1,1,1,1
10236,11506,"Virgen del Cortijo - Manoteras, Madrid",96.0,2,2.0,0.0,"Calle Dulce Chacón, 45",450000,4688,0,0,0.0,1,0,1,0,0,1
10237,11505,"Apóstol Santiago, Madrid",74.0,2,1.0,0.0,"Calle de somontin, 35",169500,2291,0,0,0.0,1,0,0,0,0,0
10238,11504,"Pinar del Rey, Madrid",80.0,3,1.0,0.0,"Calle Santa Virgilia, 12",313500,3919,0,0,0.0,0,0,0,0,0,0
10239,11503,"Sanchinarro, Madrid",120.0,2,2.0,0.0,"Calle de Ana de Austria, 52",510000,4250,0,0,2010.0,1,0,1,0,0,1
10240,11502,"Canillas, Madrid",100.0,2,1.0,0.0,"Calle de Torquemada, 22",439000,4390,0,0,1980.0,1,0,1,1,0,1
10241,11501,"Pinar del Rey, Madrid",170.0,4,3.0,0.0,"Calle Gran Via de Hortaleza, 5",799000,4700,0,0,0.0,1,0,1,0,0,1
10242,11500,"Virgen del Cortijo - Manoteras, Madrid",45.0,0,1.0,0.0,"Calle de Dulce Chacón, 23",265000,5889,0,0,2009.0,1,0,1,0,0,1
10243,11499,"Sanchinarro, Madrid",112.0,2,2.0,0.0,"Calle Princesa de Éboli, 94",375000,3348,0,0,0.0,1,0,1,0,0,0
10244,11498,"Pinar del Rey, Madrid",65.0,2,1.0,0.0,"Calle Cervera, 22",145000,2231,0,0,0.0,1,0,0,0,0,0
10245,11497,"Apóstol Santiago, Madrid",55.0,2,1.0,0.0,Calle Mojácar,150000,2727,0,0,1973.0,1,0,0,0,0,0
10247,11495,"Pinar del Rey, Madrid",74.0,3,1.0,0.0,"Calle Barichara, 2",158000,2135,1,0,0.0,1,0,0,0,0,0
10248,11494,"Hortaleza, Madrid",221.0,7,3.0,2.0,Urb. Urbanizacion EL BOSQUE,850000,3846,1,0,0.0,0,1,0,0,1,1
10251,11491,"Hortaleza, Madrid",412.0,4,3.0,2.0,Urb. Parque Conde de Orgaz,2450000,5947,0,0,0.0,0,1,1,1,1,1
10252,11490,"Apóstol Santiago, Madrid",100.0,3,2.0,2.0,"carrión de los condes, 50",315000,3150,1,0,0.0,0,0,0,0,0,0
10253,11489,"Canillas, Madrid",55.0,1,1.0,0.0,Calle de Alejandro Villegas,234000,4255,0,0,2019.0,1,0,0,1,1,0
10254,11488,"Sanchinarro, Madrid",72.0,0,1.0,0.0,"Calle Manuel Pombo Angulo, 24",285000,3958,0,0,2010.0,1,0,0,0,0,1
10255,11487,"Palomas, Madrid",230.0,4,3.0,0.0,"Calle Peonías, 13",630000,2739,0,0,0.0,1,0,1,1,0,1
